month,crop_category,crop_name,system_type,avg_temp_c,humidity_pct,water_temp_c,vpd_kpa,ph_level,ec_level,dissolved_oxygen,dli_mol_m2_day,is_recommended,risk_factor
Mar,Hydroponic,Celery,NFT,26.7,49.3,29.7,1.78,7.6,2.4,3.6,14.4,0,Root Rot Risk
Feb,Hydroponic,Kale,DWC,23.6,33.0,26.6,1.95,7.5,0.9,4.7,16.4,0,Root Rot Risk
Jan,Microgreen,Sunflower,Tray,9.2,45.3,12.2,0.64,5.5,1.7,9.7,11.1,1,Optimal
Jan,Microgreen,Amaranth,Tray,13.0,45.9,16.0,0.81,6.5,1.8,8.4,6.8,1,Optimal
Mar,Microgreen,Cilantro,Tray,23.4,36.6,26.4,1.83,6.7,2.1,4.8,16.7,0,Root Rot Risk
Jun,Microgreen,Mustard,Tray,36.4,25.9,31.4,4.51,5.4,1.7,3.0,21.9,0,Root Rot Risk
Feb,Microgreen,Arugula,Tray,27.1,47.5,30.1,1.88,7.8,0.8,3.5,14.7,0,Root Rot Risk
Oct,Hydroponic,Mint,DWC,31.2,47.1,26.2,2.4,6.3,1.1,4.8,18.4,0,Root Rot Risk
Jan,Microgreen,Broccoli,Tray,8.4,40.7,11.4,0.65,5.3,0.6,10.0,10.3,0,Nutrient Lockout
Jun,Microgreen,Kohlrabi,Tray,44.7,28.6,39.7,6.73,6.3,2.2,2.0,18.2,0,Root Rot Risk
Jan,Microgreen,Radish,Tray,16.1,42.4,19.1,1.05,5.5,1.9,7.3,10.9,1,Optimal
Dec,Hydroponic,Celery,DWC,16.9,54.7,19.9,0.87,5.8,1.7,7.0,9.7,1,Optimal
Jul,Hydroponic,Strawberry,NFT,31.0,83.8,26.0,0.73,6.3,0.5,4.9,10.4,0,Root Rot Risk
Feb,Microgreen,Basil (MG),Tray,26.3,38.1,29.3,2.11,5.4,1.6,3.8,19.2,0,Root Rot Risk
Dec,Hydroponic,Celery,NFT,13.1,60.0,16.1,0.6,6.8,2.3,8.4,8.3,1,Optimal
Mar,Microgreen,Kohlrabi,Tray,24.3,38.6,27.3,1.86,7.7,1.1,4.4,16.1,0,Root Rot Risk
Jun,Microgreen,Mustard,Tray,41.2,16.7,36.2,6.55,5.9,1.4,2.0,22.3,0,Root Rot Risk
Oct,Hydroponic,Basil (Hydro),NFT,22.8,38.1,25.8,1.72,5.8,1.9,5.0,18.8,1,Optimal
Nov,Microgreen,Sunflower,Tray,14.2,56.6,17.2,0.71,5.8,0.9,8.0,10.3,1,Optimal
Nov,Microgreen,Amaranth,Tray,19.6,49.6,22.6,1.15,5.6,0.6,6.1,10.7,1,Optimal
Jan,Hydroponic,Strawberry,DWC,15.1,42.7,18.1,0.98,5.4,2.1,7.7,9.8,0,Nutrient Lockout
Sep,Hydroponic,Cherry Tomato,NFT,32.9,83.0,27.9,0.85,6.0,1.4,4.2,10.1,0,Root Rot Risk
Dec,Microgreen,Basil (MG),Tray,12.2,47.5,15.2,0.75,5.7,1.8,8.7,7.0,1,Optimal
Sep,Hydroponic,Bell Pepper,NFT,31.8,92.5,26.8,0.35,5.2,2.4,4.6,13.4,0,Root Rot Risk
Feb,Microgreen,Mustard,Tray,25.6,35.2,28.6,2.12,7.6,2.2,4.0,18.5,0,Root Rot Risk
Sep,Microgreen,Mustard,Tray,33.6,87.4,28.6,0.66,5.8,0.9,4.0,13.5,0,Root Rot Risk
Dec,Hydroponic,Pak Choi,NFT,14.8,40.5,17.8,1.0,5.7,2.4,7.8,7.6,1,Optimal
Aug,Microgreen,Broccoli,Tray,28.6,78.3,31.6,0.85,7.5,0.6,2.9,10.8,0,Root Rot Risk
Apr,Microgreen,Cilantro,Tray,45.5,22.3,40.5,7.66,5.4,0.6,2.0,24.7,0,Root Rot Risk
Mar,Microgreen,Arugula,Tray,30.6,44.3,25.6,2.45,7.4,2.1,5.0,18.5,0,Nutrient Lockout
Apr,Microgreen,Beetroot,Tray,37.8,28.6,32.8,4.67,5.7,0.6,2.5,19.5,0,Root Rot Risk
Aug,Hydroponic,Spinach,NFT,30.0,85.4,33.0,0.62,5.6,2.0,2.5,10.5,0,Root Rot Risk
Feb,Microgreen,Broccoli,Tray,24.9,46.6,27.9,1.68,6.7,1.7,4.2,14.5,0,Root Rot Risk
Jun,Microgreen,Basil (MG),Tray,39.3,19.1,34.3,5.75,7.4,2.1,2.0,21.7,0,Root Rot Risk
Jan,Hydroponic,Lettuce,DWC,17.0,40.9,20.0,1.14,6.8,0.6,7.0,5.4,1,Optimal
Feb,Microgreen,Sunflower,Tray,23.0,46.1,26.0,1.52,5.7,1.6,4.9,17.1,0,Root Rot Risk
Oct,Hydroponic,Cucumber,DWC,25.1,40.2,28.1,1.91,5.6,2.0,4.2,19.2,0,Root Rot Risk
Sep,Hydroponic,Bell Pepper,DWC,28.2,74.2,31.2,0.99,5.4,1.0,3.1,11.5,0,Root Rot Risk
Aug,Microgreen,Kohlrabi,Tray,32.4,73.4,27.4,1.29,7.0,2.4,4.4,14.6,0,Root Rot Risk
Dec,Microgreen,Broccoli,Tray,15.6,49.2,18.6,0.9,7.3,1.4,7.5,5.1,0,Nutrient Lockout
Jul,Hydroponic,Celery,DWC,34.5,76.4,29.5,1.29,5.8,1.7,3.7,12.2,0,Root Rot Risk
May,Hydroponic,Lettuce,NFT,45.2,20.4,40.2,7.72,6.0,1.4,2.0,24.1,0,Root Rot Risk
May,Hydroponic,Kale,DWC,36.3,23.3,31.3,4.64,6.2,2.2,3.0,20.8,0,Root Rot Risk
Dec,Microgreen,Arugula,Tray,11.7,40.5,14.7,0.82,5.5,0.8,8.9,8.1,1,Optimal
Aug,Hydroponic,Lettuce,NFT,28.9,84.5,31.9,0.62,7.6,1.1,2.8,12.2,0,Root Rot Risk
Jun,Microgreen,Beetroot,Tray,42.5,20.7,37.5,6.67,6.6,2.0,2.0,23.7,0,Root Rot Risk
Oct,Hydroponic,Kale,NFT,25.8,38.4,28.8,2.04,5.5,1.9,3.9,14.9,0,Root Rot Risk
Jul,Hydroponic,Pak Choi,NFT,32.4,83.4,27.4,0.8,7.7,0.6,4.4,13.7,0,Root Rot Risk
Sep,Hydroponic,Celery,DWC,34.8,85.1,29.8,0.83,7.3,1.0,3.6,14.9,0,Root Rot Risk
Jun,Microgreen,Broccoli,Tray,41.7,17.9,36.7,6.62,7.1,1.0,2.0,24.6,0,Root Rot Risk
Sep,Hydroponic,Pak Choi,DWC,33.2,82.2,28.2,0.9,7.0,2.2,4.1,11.9,0,Root Rot Risk
Jan,Microgreen,Cilantro,Tray,14.3,42.7,17.3,0.93,5.9,2.2,7.9,6.4,1,Optimal
Apr,Hydroponic,Spinach,NFT,44.7,24.8,39.7,7.1,5.6,1.6,2.0,23.3,0,Root Rot Risk
Feb,Microgreen,Cilantro,Tray,26.8,39.3,29.8,2.14,7.2,0.7,3.6,18.2,0,Root Rot Risk
Apr,Hydroponic,Bell Pepper,NFT,46.5,25.6,41.5,7.72,6.4,2.3,2.0,19.1,0,Root Rot Risk
Jan,Microgreen,Broccoli,Tray,18.9,43.2,21.9,1.24,7.0,1.5,6.3,5.4,1,Optimal
Sep,Microgreen,Amaranth,Tray,34.1,79.8,29.1,1.08,5.4,0.8,3.8,11.0,0,Root Rot Risk
Jun,Microgreen,Beetroot,Tray,45.8,17.7,40.8,8.24,6.5,1.1,2.0,19.3,0,Root Rot Risk
Oct,Hydroponic,Celery,DWC,23.2,40.5,26.2,1.69,7.6,0.8,4.8,19.9,0,Root Rot Risk
Aug,Microgreen,Broccoli,Tray,34.0,93.9,29.0,0.33,6.5,1.0,3.9,9.2,0,Root Rot Risk
Sep,Hydroponic,Lettuce,DWC,32.0,91.9,27.0,0.38,5.8,0.7,4.6,9.4,0,Root Rot Risk
Dec,Hydroponic,Cherry Tomato,NFT,14.2,43.7,17.2,0.91,5.6,1.3,8.0,8.6,1,Optimal
Mar,Hydroponic,Spinach,NFT,24.1,36.0,27.1,1.92,7.8,2.0,4.5,19.7,0,Root Rot Risk
Jan,Microgreen,Cilantro,Tray,17.4,51.1,20.4,0.97,6.6,2.3,6.9,10.7,1,Optimal
Nov,Microgreen,Sunflower,Tray,16.9,42.4,19.9,1.11,5.3,1.8,7.0,11.5,0,Nutrient Lockout
Nov,Microgreen,Basil (MG),Tray,17.1,50.0,20.1,0.98,5.3,2.5,7.0,10.4,0,Nutrient Lockout
Dec,Microgreen,Pea Shoots,Tray,12.2,59.0,15.2,0.58,5.8,1.5,8.7,6.2,1,Optimal
May,Microgreen,Arugula,Tray,43.1,25.8,38.1,6.45,6.7,1.5,2.0,23.2,0,Root Rot Risk
Nov,Hydroponic,Pak Choi,DWC,20.0,56.2,23.0,1.02,5.3,2.4,6.0,7.5,0,Nutrient Lockout
Nov,Microgreen,Amaranth,Tray,15.2,50.5,18.2,0.85,6.9,1.3,7.6,8.7,1,Optimal
Apr,Microgreen,Mustard,Tray,38.5,23.8,33.5,5.2,5.7,0.9,2.3,22.0,0,Root Rot Risk
Feb,Microgreen,Mustard,Tray,24.1,48.9,27.1,1.54,7.1,1.3,4.5,16.8,0,Root Rot Risk
Apr,Microgreen,Radish,Tray,46.2,26.8,41.2,7.47,6.1,0.8,2.0,21.8,0,Root Rot Risk
Feb,Hydroponic,Cucumber,NFT,27.1,45.0,30.1,1.97,5.7,2.1,3.5,16.9,0,Root Rot Risk
Mar,Hydroponic,Strawberry,NFT,31.5,44.1,26.5,2.59,7.3,0.5,4.7,14.1,0,Root Rot Risk
Mar,Microgreen,Basil (MG),Tray,24.7,45.3,27.7,1.71,7.6,1.7,4.3,16.6,0,Root Rot Risk
Sep,Hydroponic,Spinach,NFT,29.9,92.8,32.9,0.3,5.8,2.4,2.5,8.7,0,Root Rot Risk
Nov,Hydroponic,Spinach,NFT,11.5,57.3,14.5,0.58,7.5,2.4,8.9,9.1,0,Nutrient Lockout
Apr,Microgreen,Kohlrabi,Tray,38.0,18.2,33.0,5.41,6.5,1.1,2.5,18.4,0,Root Rot Risk
Apr,Hydroponic,Strawberry,DWC,47.7,19.7,42.7,8.82,6.3,0.6,2.0,18.5,0,Root Rot Risk
Aug,Hydroponic,Celery,DWC,34.0,93.5,29.0,0.34,7.2,1.4,3.9,12.8,0,Root Rot Risk
Dec,Microgreen,Sunflower,Tray,12.6,57.3,15.6,0.63,7.4,1.0,8.5,11.2,0,Nutrient Lockout
Jun,Microgreen,Kohlrabi,Tray,41.6,25.4,36.6,6.0,6.5,0.9,2.0,23.2,0,Root Rot Risk
Apr,Microgreen,Pea Shoots,Tray,47.4,18.7,42.4,8.82,6.9,2.4,2.0,18.2,0,Root Rot Risk
Feb,Hydroponic,Spinach,NFT,31.6,42.6,26.6,2.67,5.3,0.6,4.7,18.6,0,Root Rot Risk
Oct,Microgreen,Radish,Tray,26.4,46.8,29.4,1.83,6.2,0.5,3.7,19.0,0,Root Rot Risk
Dec,Microgreen,Arugula,Tray,11.7,57.7,14.7,0.58,6.9,1.7,8.9,10.4,1,Optimal
Jan,Microgreen,Arugula,Tray,10.9,49.2,13.9,0.66,7.6,1.4,9.1,6.9,0,Nutrient Lockout
Mar,Microgreen,Beetroot,Tray,25.2,38.5,28.2,1.97,7.3,2.0,4.1,16.3,0,Root Rot Risk
Nov,Hydroponic,Lettuce,NFT,13.7,55.5,16.7,0.7,6.1,0.9,8.2,11.4,1,Optimal
Jun,Hydroponic,Kale,NFT,46.9,22.3,41.9,8.22,6.6,0.7,2.0,23.1,0,Root Rot Risk
Mar,Hydroponic,Pak Choi,DWC,22.6,33.1,25.6,1.83,5.7,1.7,5.1,17.2,1,Optimal
May,Microgreen,Amaranth,Tray,39.5,19.5,34.5,5.77,7.5,1.7,2.0,24.8,0,Root Rot Risk
Sep,Microgreen,Mustard,Tray,34.3,89.8,29.3,0.55,6.0,0.7,3.7,9.6,0,Root Rot Risk
Oct,Hydroponic,Cucumber,DWC,28.6,46.3,31.6,2.11,6.6,1.7,2.9,17.9,0,Root Rot Risk
Jan,Hydroponic,Bell Pepper,NFT,8.7,48.7,11.7,0.58,5.3,1.1,9.9,10.6,0,Nutrient Lockout
Dec,Hydroponic,Celery,NFT,18.8,47.0,21.8,1.15,6.8,2.1,6.4,9.5,1,Optimal
Jul,Microgreen,Kohlrabi,Tray,29.6,71.5,32.6,1.18,5.9,1.5,2.6,12.4,0,Root Rot Risk
Nov,Hydroponic,Cherry Tomato,NFT,16.4,52.6,19.4,0.89,5.7,0.8,7.2,8.0,1,Optimal
Feb,Microgreen,Cilantro,Tray,26.3,47.5,29.3,1.8,5.3,2.4,3.7,16.8,0,Root Rot Risk
Jul,Hydroponic,Pak Choi,NFT,33.9,89.7,28.9,0.55,7.2,0.8,3.9,12.1,0,Root Rot Risk
Apr,Microgreen,Beetroot,Tray,43.6,23.4,38.6,6.81,5.6,1.3,2.0,22.5,0,Root Rot Risk
Apr,Hydroponic,Strawberry,DWC,37.1,21.7,32.1,4.93,6.6,2.4,2.8,23.6,0,Root Rot Risk
Apr,Hydroponic,Cherry Tomato,NFT,46.8,19.0,41.8,8.51,5.9,1.7,2.0,23.9,0,Root Rot Risk
Oct,Hydroponic,Lettuce,NFT,24.8,30.5,27.8,2.17,7.7,1.3,4.3,14.5,0,Root Rot Risk
Jul,Hydroponic,Bell Pepper,NFT,31.0,72.8,26.0,1.22,5.6,1.9,4.9,12.6,1,Optimal
Dec,Microgreen,Arugula,Tray,13.2,55.7,16.2,0.67,7.5,2.0,8.3,9.3,0,Nutrient Lockout
Nov,Microgreen,Pea Shoots,Tray,8.4,46.5,11.4,0.59,5.7,1.1,10.0,10.5,1,Optimal
May,Microgreen,Arugula,Tray,43.6,26.9,38.6,6.52,7.1,1.1,2.0,21.5,0,Root Rot Risk
Nov,Microgreen,Basil (MG),Tray,12.4,50.7,15.4,0.71,7.0,0.7,8.6,6.4,1,Optimal
May,Hydroponic,Bell Pepper,NFT,36.4,15.9,31.4,5.1,7.0,1.0,3.0,22.0,0,Root Rot Risk
Aug,Hydroponic,Celery,NFT,31.8,84.8,26.8,0.71,6.0,2.1,4.6,12.8,0,Root Rot Risk
Nov,Hydroponic,Spinach,DWC,11.9,57.5,14.9,0.59,6.3,1.7,8.8,10.0,1,Optimal
Jun,Microgreen,Basil (MG),Tray,46.7,23.4,41.7,8.01,7.5,0.6,2.0,18.5,0,Root Rot Risk
May,Hydroponic,Celery,NFT,39.0,23.9,34.0,5.32,6.3,1.6,2.1,19.1,0,Root Rot Risk
Apr,Hydroponic,Spinach,DWC,46.1,16.5,41.1,8.47,7.5,1.6,2.0,21.1,0,Root Rot Risk
Jun,Microgreen,Arugula,Tray,47.9,17.8,42.9,9.13,5.6,2.2,2.0,20.1,0,Root Rot Risk
Mar,Microgreen,Basil (MG),Tray,25.7,32.9,28.7,2.21,7.5,2.4,4.0,17.6,0,Root Rot Risk
Apr,Microgreen,Broccoli,Tray,46.9,26.0,41.9,7.82,6.7,2.1,2.0,21.6,0,Root Rot Risk
Oct,Hydroponic,Mint,NFT,25.9,33.1,28.9,2.24,6.3,2.1,3.9,17.6,0,Root Rot Risk
Apr,Microgreen,Pea Shoots,Tray,36.9,16.1,31.9,5.23,5.3,1.5,2.8,21.6,0,Root Rot Risk
Aug,Microgreen,Cilantro,Tray,34.7,79.0,29.7,1.17,6.3,1.6,3.6,8.6,0,Root Rot Risk
Dec,Hydroponic,Bell Pepper,NFT,12.1,56.2,15.1,0.62,5.6,1.0,8.7,7.3,1,Optimal
Jan,Microgreen,Broccoli,Tray,19.8,40.3,22.8,1.38,5.9,0.7,6.0,6.6,1,Optimal
Jun,Hydroponic,Basil (Hydro),NFT,37.5,16.2,32.5,5.4,7.3,1.6,2.6,23.2,0,Root Rot Risk
Dec,Hydroponic,Pak Choi,DWC,16.4,58.9,19.4,0.77,7.6,1.8,7.2,11.9,0,Nutrient Lockout
Dec,Microgreen,Radish,Tray,12.4,53.1,15.4,0.68,6.3,1.8,8.6,6.9,1,Optimal
May,Microgreen,Kohlrabi,Tray,47.9,21.6,42.9,8.71,6.5,0.8,2.0,19.1,0,Root Rot Risk
May,Microgreen,Broccoli,Tray,46.5,16.6,41.5,8.61,7.1,1.8,2.0,21.5,0,Root Rot Risk
May,Microgreen,Sunflower,Tray,42.5,22.4,37.5,6.53,5.8,1.4,2.0,18.3,0,Root Rot Risk
Mar,Microgreen,Pea Shoots,Tray,22.9,33.9,25.9,1.84,6.7,1.7,4.9,14.3,1,Optimal
Jul,Hydroponic,Cherry Tomato,NFT,33.8,89.3,28.8,0.56,7.8,1.0,3.9,12.3,0,Root Rot Risk
Apr,Microgreen,Amaranth,Tray,42.2,29.4,37.2,5.86,5.7,1.8,2.0,21.3,0,Root Rot Risk
Feb,Microgreen,Basil (MG),Tray,26.4,42.0,29.4,1.99,6.6,1.4,3.7,16.8,0,Root Rot Risk
Jul,Microgreen,Basil (MG),Tray,29.6,73.1,32.6,1.12,6.5,1.9,2.6,9.3,0,Root Rot Risk
Dec,Hydroponic,Cherry Tomato,DWC,14.9,55.7,17.9,0.75,7.2,0.6,7.7,7.4,0,Nutrient Lockout
Nov,Microgreen,Pea Shoots,Tray,16.7,54.7,19.7,0.86,6.7,0.7,7.1,7.5,1,Optimal
Apr,Microgreen,Kohlrabi,Tray,44.6,24.1,39.6,7.11,7.3,1.1,2.0,21.1,0,Root Rot Risk
May,Microgreen,Radish,Tray,43.6,24.0,38.6,6.78,7.1,0.9,2.0,24.6,0,Root Rot Risk
Feb,Microgreen,Broccoli,Tray,29.8,41.3,32.8,2.46,5.9,1.2,2.5,15.5,0,Root Rot Risk
Feb,Microgreen,Radish,Tray,29.2,31.8,32.2,2.76,6.2,1.1,2.7,18.3,0,Root Rot Risk
Mar,Hydroponic,Lettuce,NFT,31.1,42.8,26.1,2.58,7.6,1.3,4.9,18.1,0,Root Rot Risk
Apr,Microgreen,Radish,Tray,38.3,15.4,33.3,5.7,6.5,1.2,2.3,21.4,0,Root Rot Risk
Jul,Hydroponic,Kale,NFT,29.7,85.3,32.7,0.61,7.1,0.7,2.6,13.2,0,Root Rot Risk
Jan,Microgreen,Broccoli,Tray,10.1,46.3,13.1,0.66,6.0,1.3,9.4,9.8,1,Optimal
Dec,Hydroponic,Celery,DWC,19.9,43.6,22.9,1.31,7.2,1.9,6.0,6.9,0,Nutrient Lockout
Oct,Hydroponic,Strawberry,NFT,23.0,37.5,26.0,1.76,7.0,2.4,4.9,14.5,0,Root Rot Risk
May,Microgreen,Radish,Tray,40.6,29.0,35.6,5.4,5.3,1.1,2.0,23.8,0,Root Rot Risk
Dec,Microgreen,Broccoli,Tray,18.3,60.0,21.3,0.84,6.1,1.7,6.5,8.5,1,Optimal
Aug,Hydroponic,Basil (Hydro),NFT,34.4,81.6,29.4,1.0,7.5,2.4,3.7,12.9,0,Root Rot Risk
Jan,Hydroponic,Cherry Tomato,NFT,12.9,41.6,15.9,0.87,5.8,2.3,8.4,11.8,1,Optimal
Feb,Hydroponic,Mint,NFT,28.3,45.2,31.3,2.11,7.2,1.1,3.0,19.5,0,Root Rot Risk
Jul,Microgreen,Beetroot,Tray,34.4,73.4,29.4,1.45,7.6,2.4,3.7,12.7,0,Root Rot Risk
Aug,Microgreen,Mustard,Tray,33.9,70.2,28.9,1.58,5.9,0.8,3.9,8.8,0,Root Rot Risk
May,Microgreen,Radish,Tray,45.8,22.2,40.8,7.79,5.3,1.0,2.0,20.4,0,Root Rot Risk
Aug,Hydroponic,Mint,DWC,29.3,88.3,32.3,0.48,7.6,1.0,2.7,8.2,0,Root Rot Risk
Dec,Microgreen,Mustard,Tray,14.1,52.3,17.1,0.77,6.2,0.9,8.0,9.2,1,Optimal
Jun,Hydroponic,Celery,DWC,43.0,19.0,38.0,6.99,5.5,1.8,2.0,21.3,0,Root Rot Risk
Nov,Microgreen,Radish,Tray,17.5,50.8,20.5,0.98,7.2,2.1,6.8,10.4,0,Nutrient Lockout
Jun,Hydroponic,Bell Pepper,DWC,43.3,17.1,38.3,7.27,5.4,1.3,2.0,21.5,0,Root Rot Risk
Aug,Hydroponic,Kale,DWC,33.4,94.9,28.4,0.26,6.2,0.7,4.0,8.5,0,Root Rot Risk
Jan,Hydroponic,Kale,DWC,17.7,50.1,20.7,1.01,7.7,1.5,6.8,8.7,0,Nutrient Lockout
Feb,Microgreen,Beetroot,Tray,31.6,46.0,26.6,2.52,6.8,2.4,4.7,18.7,0,Root Rot Risk
Jun,Microgreen,Cilantro,Tray,42.8,23.7,37.8,6.52,6.6,2.4,2.0,18.5,0,Root Rot Risk
Jan,Hydroponic,Spinach,NFT,16.2,58.2,19.2,0.77,5.3,1.9,7.3,8.1,0,Nutrient Lockout
Dec,Hydroponic,Celery,DWC,10.4,49.6,13.4,0.64,5.2,1.6,9.3,10.8,0,Nutrient Lockout
Oct,Microgreen,Mustard,Tray,31.8,40.2,26.8,2.82,6.4,0.5,4.6,18.0,0,Root Rot Risk
Oct,Microgreen,Broccoli,Tray,26.5,30.9,29.5,2.39,7.5,2.2,3.7,18.5,0,Root Rot Risk
Jul,Hydroponic,Lettuce,NFT,30.9,76.4,25.9,1.06,7.1,1.8,4.9,13.1,0,Nutrient Lockout
Feb,Hydroponic,Cucumber,DWC,25.8,46.0,28.8,1.8,6.5,2.4,3.9,18.1,0,Root Rot Risk
May,Microgreen,Mustard,Tray,46.9,29.5,41.9,7.45,5.8,1.7,2.0,22.4,0,Root Rot Risk
Feb,Hydroponic,Cucumber,DWC,24.2,32.1,27.2,2.05,5.3,1.1,4.5,18.1,0,Root Rot Risk
Mar,Microgreen,Pea Shoots,Tray,23.6,34.6,26.6,1.9,6.9,2.4,4.7,18.4,0,Root Rot Risk
Sep,Microgreen,Sunflower,Tray,32.6,70.6,27.6,1.45,7.5,1.1,4.3,8.4,0,Root Rot Risk
May,Hydroponic,Cherry Tomato,DWC,41.2,26.7,36.2,5.78,6.8,0.6,2.0,24.8,0,Root Rot Risk
May,Hydroponic,Pak Choi,DWC,47.1,15.5,42.1,9.01,7.2,2.3,2.0,19.1,0,Root Rot Risk
Dec,Hydroponic,Cucumber,DWC,15.5,49.5,18.5,0.89,7.1,1.0,7.5,9.0,0,Nutrient Lockout
Jan,Microgreen,Cilantro,Tray,16.3,50.4,19.3,0.92,6.0,1.0,7.3,8.8,1,Optimal
Jun,Hydroponic,Basil (Hydro),NFT,46.2,20.3,41.2,8.13,7.5,0.8,2.0,24.6,0,Root Rot Risk
Jan,Microgreen,Basil (MG),Tray,19.8,56.1,22.8,1.01,6.1,2.0,6.0,5.5,1,Optimal
Mar,Hydroponic,Mint,NFT,22.7,37.2,25.7,1.73,7.1,2.1,5.0,17.0,0,Nutrient Lockout
Jul,Microgreen,Basil (MG),Tray,29.1,79.1,32.1,0.84,5.2,1.7,2.8,8.8,0,Root Rot Risk
May,Microgreen,Radish,Tray,47.7,24.2,42.7,8.35,6.6,1.4,2.0,23.1,0,Root Rot Risk
Apr,Microgreen,Arugula,Tray,41.2,24.6,36.2,5.94,5.6,1.8,2.0,18.9,0,Root Rot Risk
Apr,Microgreen,Radish,Tray,38.2,21.0,33.2,5.3,7.0,2.0,2.4,23.5,0,Root Rot Risk
Feb,Hydroponic,Celery,DWC,28.5,31.4,31.5,2.68,5.7,1.4,3.0,18.5,0,Root Rot Risk
Apr,Hydroponic,Bell Pepper,NFT,47.0,26.7,42.0,7.77,5.2,1.2,2.0,19.3,0,Root Rot Risk
May,Hydroponic,Strawberry,DWC,39.8,23.4,34.8,5.6,5.8,1.1,2.0,20.5,0,Root Rot Risk
Mar,Microgreen,Amaranth,Tray,23.3,43.7,26.3,1.61,5.4,0.8,4.8,14.2,0,Root Rot Risk
Nov,Microgreen,Basil (MG),Tray,15.1,48.4,18.1,0.89,7.4,1.3,7.7,11.5,0,Nutrient Lockout
Jun,Microgreen,Kohlrabi,Tray,47.3,28.1,42.3,7.73,6.6,1.3,2.0,23.9,0,Root Rot Risk
Sep,Hydroponic,Mint,NFT,28.1,74.0,31.1,0.99,7.1,1.3,3.1,14.5,0,Root Rot Risk
May,Microgreen,Cilantro,Tray,43.5,29.0,38.5,6.3,6.5,0.6,2.0,23.9,0,Root Rot Risk
Aug,Microgreen,Beetroot,Tray,31.0,78.0,26.0,0.99,7.7,1.6,4.9,8.3,0,Nutrient Lockout
May,Hydroponic,Lettuce,DWC,37.4,15.2,32.4,5.44,5.7,0.9,2.7,22.3,0,Root Rot Risk
Aug,Hydroponic,Celery,NFT,28.9,88.4,31.9,0.46,5.4,2.4,2.9,10.7,0,Root Rot Risk
Oct,Hydroponic,Bell Pepper,NFT,27.5,30.2,30.5,2.55,5.9,1.2,3.3,18.1,0,Root Rot Risk
Apr,Microgreen,Amaranth,Tray,44.7,29.2,39.7,6.69,5.6,0.5,2.0,22.4,0,Root Rot Risk
Jul,Hydroponic,Kale,NFT,31.0,86.2,26.0,0.62,7.7,1.9,4.9,14.8,0,Root Rot Risk
Feb,Microgreen,Basil (MG),Tray,30.6,30.8,25.6,3.04,7.4,1.1,5.0,16.4,0,VPD Stress
Mar,Microgreen,Cilantro,Tray,26.0,30.4,29.0,2.34,7.6,1.8,3.9,18.1,0,Root Rot Risk
Jul,Hydroponic,Mint,NFT,29.4,76.8,32.4,0.95,6.8,1.8,2.7,14.1,0,Root Rot Risk
May,Microgreen,Cilantro,Tray,36.8,27.1,31.8,4.53,6.5,1.1,2.9,19.5,0,Root Rot Risk
Jan,Hydroponic,Pak Choi,NFT,15.8,50.0,18.8,0.9,6.7,2.1,7.4,9.3,1,Optimal
Nov,Hydroponic,Strawberry,DWC,17.4,42.3,20.4,1.15,6.9,1.2,6.9,7.1,1,Optimal
Apr,Hydroponic,Cherry Tomato,NFT,46.4,15.7,41.4,8.68,5.8,2.2,2.0,24.9,0,Root Rot Risk
Aug,Hydroponic,Celery,NFT,29.6,87.3,32.6,0.53,6.6,1.1,2.6,12.0,0,Root Rot Risk
Oct,Microgreen,Radish,Tray,23.8,34.3,26.8,1.94,7.5,1.6,4.6,19.4,0,Root Rot Risk
Dec,Microgreen,Pea Shoots,Tray,13.8,41.2,16.8,0.93,7.5,2.4,8.1,11.3,0,Nutrient Lockout
Jul,Hydroponic,Cherry Tomato,DWC,29.8,78.1,32.8,0.92,6.5,2.4,2.5,8.3,0,Root Rot Risk
Jan,Microgreen,Kohlrabi,Tray,11.7,55.0,14.7,0.62,6.5,0.5,8.9,6.4,1,Optimal
Aug,Microgreen,Basil (MG),Tray,30.8,82.8,25.8,0.76,5.6,1.2,5.0,14.1,1,Optimal
Aug,Microgreen,Sunflower,Tray,32.0,76.3,27.0,1.12,7.5,0.8,4.6,9.1,0,Root Rot Risk
Apr,Hydroponic,Spinach,DWC,41.9,22.0,36.9,6.37,6.4,0.9,2.0,18.6,0,Root Rot Risk
Sep,Hydroponic,Strawberry,NFT,29.2,82.8,32.2,0.7,7.7,1.5,2.7,12.9,0,Root Rot Risk
Oct,Microgreen,Mustard,Tray,22.4,42.3,25.4,1.56,6.6,1.3,5.1,19.8,1,Optimal
Oct,Microgreen,Sunflower,Tray,29.7,36.4,32.7,2.65,7.3,1.4,2.6,14.2,0,Root Rot Risk
Sep,Microgreen,Arugula,Tray,32.3,71.6,27.3,1.37,7.4,0.6,4.4,12.4,0,Root Rot Risk
Sep,Hydroponic,Spinach,NFT,29.5,78.5,32.5,0.89,6.9,2.2,2.6,10.5,0,Root Rot Risk
Sep,Hydroponic,Cherry Tomato,NFT,33.1,70.5,28.1,1.49,5.3,2.2,4.2,14.2,0,Root Rot Risk
Jun,Microgreen,Radish,Tray,42.9,26.1,37.9,6.35,6.2,1.6,2.0,20.0,0,Root Rot Risk
Nov,Microgreen,Beetroot,Tray,12.4,59.1,15.4,0.59,6.7,2.3,8.6,8.6,1,Optimal
